MODELO;Temperatura do Motor;Sistema_Eletrico ;Cambio;Bateria ;Score;Status
Bronco Sport;0,1;0,1;0,2;0,2;0,525;Ruim
Ranger XL CD;0,1;0,6;1;0,2;0,15;Ruim
Territory;0,9;0,4;0,5;0,1;0,475;Ruim
Ranger XL;0,1;0,1;0,1;0,7;0,475;Ruim
Mustang Mach1;1;0,7;0,8;0,8;0,25;Ruim
Mustang Mach1;0,7;0;0,1;0,6;0,825;Bom
Transit Minibus;0;0,1;0;0,6;0,35;Ruim
Mustang Mach1;0,7;0;1;1;0,175;Ruim
Transit Furgão;0,5;1;0,1;0;0,675;Revisão
Transit Minibus;0,4;0,2;0,4;1;0,4;Ruim
Transit Furgão;0,2;0,1;0,4;1;0,5;Ruim
Transit Furgão;0,3;0,5;0,4;1;0,425;Ruim
Ranger XL CD;0,9;0;0,8;0,3;0,55;Ruim
Ranger XL CD;0,3;0,2;0,7;0,6;0,5;Ruim
Transit Minibus;0,5;0,1;0,9;0;0,45;Ruim
Mustang Mach1;0;1;0,5;0,2;0,375;Ruim
Territory;0,9;0,5;0,3;0,8;0,425;Ruim
Ranger XL CD;0,9;0,7;0,7;0,6;0,625;Revisão
Transit Minibus;0,8;0,6;0,4;0,3;0,725;Revisão
Bronco Sport;0,4;0,2;1;0,6;0,525;Ruim
Ranger XL;0,8;0,7;0,3;0,8;0,55;Ruim
Ranger XL;0,1;0;0,2;0,3;0,65;Revisão
Bronco Sport;0,1;0,4;0,1;0;0,15;Ruim
Ranger;0,6;0,3;0;0,2;0,15;Ruim
Ranger XL CD;1;0,9;0,1;0,7;0,275;Ruim
Transit Furgão;0,3;0,6;0;0,7;0,675;Revisão
Ranger;0;0;0,3;0,1;0,4;Ruim
Ranger XL CD;0;0,6;0,8;0,2;0,1;Ruim
Territory;0,2;0,3;0;0,9;0,4;Ruim
Ranger XL;0,2;0,8;0,3;1;0,35;Ruim
Ranger XL;0,3;0;1;0,8;0,575;Ruim
Transit Minibus;1;0;0,8;0,1;0,525;Ruim
Marick;0,9;0,3;0,1;0,2;0,475;Ruim
Ranger XL CD;0,3;0,6;0,9;0,9;0,375;Ruim
Bronco Sport;0,9;0,3;0,5;0,9;0,675;Revisão
Ranger XL CD;0,8;0,3;0,3;0,7;0,65;Revisão
Transit Furgão;0,5;0,6;0,9;0,2;0,525;Ruim
Transit Minibus;0,3;0,8;0,1;0,5;0,55;Ruim
Ranger XL;0,5;0,5;0,9;1;0,425;Ruim
Territory;0,2;0,1;0,9;1;0,725;Revisão
Ranger;0;0,4;0,4;1;0,55;Ruim
Bronco Sport;0,9;0,2;1;0,7;0,45;Ruim
Marick;0,5;0,6;0,6;0,6;0,7;Revisão
Ranger;1;0,8;0,8;0,8;0,575;Ruim
Transit Minibus;0,2;0,7;0,8;0,2;0,85;Bom
Bronco Sport;1;0,7;0,8;1;0,475;Ruim
Marick;0;0,6;0,8;0,4;0,875;Bom
Transit Minibus;0;0,9;1;0,4;0,45;Ruim
Ranger XL CD;0,6;0,5;0,2;0,5;0,575;Ruim
Territory;0,6;1;0,6;0,7;0,45;Ruim
Marick;0,4;0,8;0,9;0,7;0,725;Revisão
Ranger XL CD;0,2;0,7;0,7;0,6;0,7;Revisão
Mustang Mach1;1;0,8;0,9;0,3;0,55;Ruim
Ranger XL;0,6;0,6;0,3;0;0,75;Revisão
Ranger XL CD;0,6;0,9;0,3;0,8;0,375;Ruim
Ranger XL CD;0,9;0;0,4;0,9;0,65;Revisão
Ranger XL CD;0,8;0,9;0,9;0,9;0,55;Ruim
Mustang Mach1;0,1;0,8;0,8;0,1;0,875;Bom
Ranger XL CD;0,7;0,8;0,9;0,3;0,45;Ruim
Mustang Mach1;0,9;0,8;0,7;1;0,675;Revisão
Ranger XL CD;0,4;0,3;0,3;0,1;0,85;Bom
Transit Furgão;0,9;0,9;0;0,2;0,275;Ruim
Ranger XL;0,2;1;0;0,4;0,5;Ruim
Marick;0,9;0,8;0,9;0,9;0,4;Ruim
Bronco Sport;0,3;0,8;0,3;0,2;0,875;Bom
Transit Furgão;0,6;0,8;0,8;0,1;0,4;Ruim
Bronco Sport;0,3;0,4;0,4;0,4;0,575;Ruim
Bronco Sport;0,1;0,6;0,3;0,6;0,375;Ruim
Territory;0,8;0,7;0;0,9;0,4;Ruim
Transit Furgão;0,1;0,7;0,1;0,6;0,6;Ruim
Bronco Sport;0,1;0,4;0,5;0,4;0,375;Ruim
Ranger;0,2;0,3;0,8;1;0,35;Ruim
Ranger XL CD;1;0,4;0,7;0,7;0,575;Ruim
Marick;0,8;0,7;1;0,9;0,7;Revisão
Ranger;0;0;1;0,3;0,85;Bom
Transit Minibus;0,4;0,9;0,8;0,1;0,325;Ruim
Ranger XL CD;1;0,1;0,4;0,1;0,55;Ruim
Territory;0;0,3;0,2;1;0,4;Ruim
Marick;0,9;0,8;0,2;0;0,375;Ruim
Bronco Sport;0;1;0,4;0,5;0,475;Ruim
Mustang Mach1;0,8;0,7;0,7;0,1;0,475;Ruim
Marick;0,1;0,8;0,9;0,6;0,575;Ruim
Transit Furgão;0,1;0,8;0,1;0,6;0,6;Ruim
Bronco Sport;0,2;0,3;0;0;0,4;Ruim
Ranger XL CD;0,8;0,4;0,9;0;0,125;Ruim
Transit Minibus;0,8;0,3;0,4;0,3;0,525;Ruim
Mustang Mach1;1;0,4;0;0,8;0,45;Ruim
Transit Minibus;0,8;1;0,4;0,1;0,55;Ruim
Transit Furgão;0,9;0,8;1;0,4;0,575;Ruim
Transit Furgão;1;0,1;0,5;0,5;0,775;Revisão
Territory;0,6;0,2;0,6;0,7;0,525;Ruim
Bronco Sport;0,6;0,1;0;0,2;0,525;Ruim
Marick;0,1;0,2;0,2;0,5;0,225;Ruim
Marick;0,6;0,8;0,3;1;0,25;Ruim
Transit Furgão;0,1;0,6;0,7;0,6;0,675;Revisão
Ranger XL;1;0,7;0,9;0,3;0,5;Ruim
Ranger;0,8;0;0,3;0,7;0,725;Revisão
Territory;0,4;1;0,4;1;0,45;Ruim
Marick;0,4;0,4;0,5;0,8;0,7;Revisão
Transit Furgão;1;0,4;0,8;1;0,525;Ruim
Transit Furgão;1;0,2;0,5;1;0,8;Bom
Ranger;0,1;0,8;0,9;0,9;0,675;Revisão
Territory;0,6;0,4;0,8;1;0,675;Revisão
Transit Furgão;0,6;0,5;0,1;0,8;0,7;Revisão
Bronco Sport;0,4;1;0,3;0,4;0,5;Ruim
Ranger;0,3;1;0,8;0,1;0,525;Ruim
Transit Minibus;0,1;0,7;0,3;0,3;0,55;Ruim
Ranger XL;0,2;0;0,9;0,7;0,35;Ruim
Transit Minibus;0,5;1;0,9;0,1;0,45;Ruim
Ranger XL CD;0,7;0,4;0,6;0,6;0,625;Revisão
Ranger XL;0,7;0,6;0,4;1;0,575;Ruim
Marick;0;0,7;0,7;0,8;0,675;Revisão
Territory;0,2;1;0,5;0,8;0,55;Ruim
Territory;0;0,8;0,1;0,8;0,625;Revisão
Mustang Mach1;0,1;0,5;0,7;0,3;0,425;Ruim
Ranger XL;0,1;0,8;0,6;0,8;0,4;Ruim
Territory;0,7;0,5;0,9;0,5;0,575;Ruim
Marick;0,5;0,1;0;0,7;0,65;Revisão
Marick;0,8;0,4;0,2;0,6;0,325;Ruim
Ranger;0,6;0,9;0,6;0;0,5;Ruim
Ranger XL CD;0,7;0,5;0;0;0,525;Ruim
Ranger;0,5;0,8;0,1;0,5;0,3;Ruim
Transit Furgão;0,8;0;0;0,1;0,475;Ruim
Transit Minibus;0,2;0,2;0,6;0,4;0,225;Ruim
Territory;0,2;0,8;1;0,6;0,35;Ruim
Territory;0,9;0,8;0,6;0,3;0,65;Revisão
Mustang Mach1;0;0,7;0,7;0,6;0,65;Revisão
Territory;0,3;0,8;0;1;0,5;Ruim
Transit Furgão;0,8;0,4;0,3;1;0,525;Ruim
Marick;1;0,2;0,6;0,2;0,625;Revisão
Ranger;0,7;0,1;0;0;0,5;Ruim
Territory;0,2;0,7;0,9;0,2;0,2;Ruim
Bronco Sport;1;0,7;0,6;0,7;0,5;Ruim
Transit Furgão;0,3;0,9;0,1;1;0,75;Revisão
Transit Furgão;0,3;0,7;0,6;0,9;0,575;Ruim
Ranger XL;0,1;0,5;0,5;0,9;0,625;Revisão
Ranger XL CD;0,2;0,3;0,2;0,6;0,5;Ruim
Marick;0;0,5;0,2;0,4;0,325;Ruim
Territory;1;0,2;0,8;0,9;0,275;Ruim
Bronco Sport;0,2;0,1;0,2;0;0,725;Revisão
Ranger;0,2;0,9;0,1;0,7;0,125;Ruim
Transit Furgão;0,6;0,5;1;0,8;0,475;Ruim
Transit Furgão;0,3;0,1;0,3;0,9;0,725;Revisão
Bronco Sport;0,7;0;0,9;1;0,4;Ruim
Territory;0,2;0,4;0,5;0,1;0,65;Revisão
Bronco Sport;0;0,7;1;0,1;0,3;Ruim
Ranger XL;0,4;0,9;0;1;0,45;Ruim
Marick;0,9;0,4;1;0,1;0,575;Ruim
Marick;0,3;0,3;0,7;0,9;0,6;Ruim
Bronco Sport;0,5;0,5;0,3;0,9;0,55;Ruim
Transit Minibus;0,7;0,5;0,6;0,5;0,55;Ruim
Bronco Sport;1;0,5;0,1;0,1;0,575;Ruim
Ranger XL CD;0,3;0,1;0;0,4;0,425;Ruim
Transit Minibus;0;0,1;0,5;0,2;0,2;Ruim
Transit Minibus;0,2;0,9;0;0,8;0,2;Ruim
Marick;1;0,1;0,6;0,1;0,475;Ruim
Ranger XL;0,4;1;0,5;0,3;0,45;Ruim
Transit Furgão;0,1;0,7;0,2;1;0,55;Ruim
Transit Furgão;0,2;0,4;0,1;0,6;0,5;Ruim
Territory;0,8;0,6;0,2;0,5;0,325;Ruim
Ranger;0,9;0,3;0,6;0,8;0,525;Ruim
Transit Furgão;0,2;0,2;0,8;0,9;0,65;Revisão
Ranger XL;0,5;0,6;0;0,9;0,525;Ruim
Marick;0,1;0,5;0,5;0,9;0,5;Ruim
Ranger;0,8;0,1;0,2;0,2;0,5;Ruim
Transit Minibus;0;0,3;0,9;0,4;0,325;Ruim
Ranger;1;0,2;0,6;0,5;0,4;Ruim
Transit Furgão;0,3;0,8;0,8;0,7;0,575;Ruim
Mustang Mach1;0,7;1;0,2;0,1;0,65;Revisão
Mustang Mach1;0,7;0,4;0,6;0,2;0,5;Ruim
Transit Furgão;0,3;0;1;0,4;0,475;Ruim
Mustang Mach1;0,6;0,7;0,8;0,9;0,425;Ruim
Mustang Mach1;0,3;0,8;0;0,6;0,75;Revisão
Bronco Sport;1;0;0,1;1;0,425;Ruim
Transit Minibus;0,9;1;0,8;1;0,525;Ruim
Transit Minibus;0,8;0,3;0,4;0,4;0,925;Bom
Ranger XL;0,2;0;0,7;0,4;0,475;Ruim
Ranger XL CD;0,4;0,1;0;1;0,325;Ruim
Bronco Sport;0,6;0,6;0,5;0,6;0,375;Ruim
Ranger XL;0,7;0,9;0,7;0,2;0,575;Ruim
Ranger;0,1;0,8;0,3;0,3;0,625;Revisão
Transit Minibus;0,5;0,3;0,2;0,1;0,375;Ruim
Ranger XL;0;0,8;0,1;0,7;0,275;Ruim
Marick;0;0,3;0,7;0,7;0,4;Ruim
Territory;0,2;0,2;0,8;0,8;0,425;Ruim
Bronco Sport;0,5;0;0,7;0,9;0,5;Ruim
Marick;0,7;0,4;0,4;0,8;0,525;Ruim
Marick;0;0,2;0,4;0,9;0,575;Ruim
Ranger;0,8;0,9;0;0,7;0,375;Ruim
Ranger XL CD;0,5;0,2;0,6;0,9;0,6;Ruim
Ranger XL CD;0,2;0,8;0,2;0,3;0,55;Ruim
Ranger;0,9;0,3;0,2;1;0,375;Ruim
Ranger;0,3;0,1;0,5;0,1;0,6;Ruim
Territory;0,5;0,7;0;0,6;0,25;Ruim
Transit Minibus;1;0,7;0,8;0,4;0,45;Ruim
Transit Furgão;0;0,8;0,7;1;0,725;Revisão
Ranger XL;0,2;0,8;0,9;0,4;0,625;Revisão
Transit Minibus;0,2;0,6;0,2;0,9;0,575;Ruim
Ranger XL;0,3;1;0,2;0,1;0,475;Ruim
Territory;0,8;0;0,3;0,2;0,4;Ruim
Ranger XL CD;0,2;0,9;1;0,7;0,325;Ruim
Ranger;0,4;0,5;0,8;0;0,7;Revisão
Territory;0,5;0,6;0,2;0,1;0,425;Ruim
Ranger XL CD;0,2;0,7;0,1;0;0,35;Ruim
Bronco Sport;0,1;0,6;0;0,7;0,25;Ruim
Ranger;0,8;0,3;0,1;0,4;0,35;Ruim
Transit Minibus;0,9;0,1;0,9;0,5;0,4;Ruim
Marick;0,1;0,4;0,6;0,5;0,6;Ruim
Territory;0,5;0,4;0,2;0,9;0,4;Ruim
Marick;0,2;0,8;0,6;0,8;0,5;Ruim
Mustang Mach1;0,9;0,7;0,4;0,6;0,6;Ruim
Ranger XL CD;0,6;0,4;0,5;0,9;0,65;Revisão
Marick;0,4;0,8;0,9;0,1;0,6;Ruim
Mustang Mach1;0,7;1;0,5;0,5;0,55;Ruim
Ranger XL CD;0,8;0,4;0,2;0,9;0,675;Revisão
Transit Minibus;0,2;0,4;0,3;0,7;0,575;Ruim
Marick;0;0,2;0,6;0,8;0,4;Ruim
Territory;0,3;0,6;0,1;0,2;0,4;Ruim
Territory;1;1;0,3;0,9;0,3;Ruim
Transit Minibus;0,4;0,6;1;0;0,8;Bom
Territory;0,3;0,2;0,3;0,7;0,5;Ruim
Transit Furgão;0,8;0,3;0,4;0,3;0,375;Ruim
Transit Minibus;0,7;0;1;0,8;0,45;Ruim
Ranger XL;0,4;0,7;0,4;0,3;0,625;Revisão
Ranger;0,1;0,2;0,1;0,4;0,45;Ruim
Transit Minibus;0,6;0,7;1;0;0,2;Ruim
Ranger XL CD;0;0,3;0;0;0,575;Ruim
Transit Minibus;0,6;0,6;0,5;0,3;0,075;Ruim
Ranger XL;0,9;0;0,6;0,2;0,5;Ruim
Ranger;1;0,5;0,5;0,7;0,425;Ruim
Transit Furgão;0,9;0,3;0,4;0,2;0,675;Revisão
Ranger;0,5;0,9;0,8;0,1;0,45;Ruim
Marick;0,2;0,1;0,5;0,5;0,575;Ruim
Ranger XL CD;0,7;0,6;0,9;0,6;0,325;Ruim
Ranger XL CD;0,4;1;0,6;0,4;0,7;Revisão
Territory;0,5;0,4;0,7;0,3;0,6;Ruim
Transit Furgão;0,8;0,1;0,1;0,9;0,475;Ruim
Marick;1;0,1;0,3;0,7;0,475;Ruim
Transit Furgão;0,7;0,8;0;0,6;0,525;Ruim
Ranger XL;0,9;0,3;0,8;0,9;0,525;Ruim
Transit Furgão;1;0,6;0,4;1;0,725;Revisão
Territory;0,5;0,4;0,9;0,2;0,75;Revisão
Transit Minibus;0,6;0,9;0,4;0,6;0,5;Ruim
Territory;0,5;0,4;0,2;0,5;0,625;Revisão
Ranger XL CD;0,7;1;0,9;0,4;0,4;Ruim
Territory;0;0,3;0,8;0,2;0,75;Revisão
Mustang Mach1;0,7;0,9;0,6;0,3;0,325;Ruim
Marick;0,5;0;0,5;0,7;0,625;Revisão
Ranger XL;0,7;1;0,5;1;0,425;Ruim
Bronco Sport;0,6;0,1;0,4;0,9;0,8;Bom
Bronco Sport;0,1;1;0,8;0,8;0,5;Ruim
Territory;0,6;0,7;0,1;0,9;0,675;Revisão
Mustang Mach1;0,3;1;1;0,9;0,575;Ruim
Territory;0;0,6;0,6;0,1;0,8;Bom
Ranger;0,2;0,2;0,5;1;0,325;Ruim
Ranger XL CD;0,1;0,8;0;0,3;0,475;Ruim
Ranger;0,6;0,4;0,6;0;0,3;Ruim
Mustang Mach1;0,6;0,5;0,2;0,3;0,4;Ruim
Territory;0,9;0,9;0,8;0,7;0,4;Ruim
Territory;0,7;0,2;0,3;0,7;0,825;Bom
Ranger;0;0,3;0,6;0,3;0,475;Ruim
Ranger;0,2;0,5;0,3;0,3;0,3;Ruim
Bronco Sport;0,5;0,5;0,1;0,9;0,325;Ruim
Ranger XL;0,3;0;0,4;1;0,5;Ruim
Marick;0;0,9;0;0,4;0,425;Ruim
Bronco Sport;0,8;0,2;1;1;0,325;Ruim
Territory;0,6;0,8;0,4;0,8;0,75;Revisão
Ranger XL CD;0,7;0,2;0,1;0,2;0,65;Revisão
Ranger;0,3;0,3;0,2;0,5;0,3;Ruim
Bronco Sport;0,1;0,4;0,4;0,1;0,325;Ruim
Transit Minibus;0,6;0,5;0,6;0,2;0,25;Ruim
Ranger XL CD;0,1;1;0,8;0,9;0,475;Ruim
Ranger;0,3;0,4;0,9;0,7;0,7;Revisão
Ranger XL;0,2;0,3;0;1;0,575;Ruim
Ranger XL;0,2;0;0,2;0,6;0,375;Ruim
Territory;0,9;0,5;0,3;0,4;0,25;Ruim
Ranger XL;0,6;0,9;0,4;0,9;0,525;Ruim
Ranger XL CD;1;0,6;0,3;0,7;0,7;Revisão
Territory;0;0,6;0,3;0,8;0,65;Revisão
Ranger XL;0,9;1;0;0,2;0,425;Ruim
Transit Minibus;0,4;0,3;0,7;0,2;0,525;Ruim
Transit Minibus;0,8;0,1;0,4;0,2;0,4;Ruim
Territory;0,9;0,8;0;0,3;0,375;Ruim
Ranger XL CD;0;0,4;0,8;0,2;0,5;Ruim
Bronco Sport;0,7;0,7;0,5;0,3;0,35;Ruim
Ranger;0,4;0,5;0,1;0,7;0,55;Ruim
Transit Minibus;0,4;0,6;0,2;1;0,425;Ruim
Transit Furgão;0,5;0,5;0;0,2;0,55;Ruim
Ranger XL;0,8;0,6;0,1;0,3;0,3;Ruim
Territory;0,7;0,3;0,3;0,9;0,45;Ruim
Ranger XL;0;0,5;0,2;0;0,55;Ruim
Territory;0,8;1;1;0,2;0,175;Ruim
Bronco Sport;0,6;1;0;0,1;0,75;Revisão
Transit Minibus;0,5;1;0,4;0;0,425;Ruim
Ranger XL;0,9;0;0,3;0,8;0,475;Ruim
Ranger XL;0,3;1;0,7;0,6;0,5;Ruim
Ranger XL;0,5;0,7;0,8;0,8;0,65;Revisão
Mustang Mach1;0;0,9;0,7;0,7;0,7;Revisão
Ranger XL;0,1;0,5;0,3;0,6;0,575;Ruim
Bronco Sport;0,9;1;0,3;0,1;0,375;Ruim
Ranger XL;0,3;0,8;0,4;0,2;0,575;Ruim
Mustang Mach1;0,7;0,3;0,9;0,4;0,425;Ruim
Transit Minibus;0;0,2;0,5;0,4;0,575;Ruim
Ranger XL CD;0;1;0,4;0,6;0,275;Ruim
Ranger XL;1;0,3;0,9;0,2;0,5;Ruim
Ranger;1;0,7;0,9;1;0,6;Ruim
Marick;0,2;0,5;0,7;0,2;0,9;Bom
Marick;1;0,6;0,6;0,1;0,4;Ruim
Transit Furgão;0,1;0,1;1;0,3;0,575;Ruim
Territory;0;0,9;0,3;1;0,375;Ruim
Bronco Sport;0,1;0,6;0,1;0,9;0,55;Ruim
Territory;0,4;0,8;0,4;1;0,425;Ruim
Transit Minibus;0,2;0,7;0,7;0;0,65;Revisão
Territory;0,1;0,5;0,3;0,2;0,4;Ruim
Transit Furgão;0;0,1;0,2;0,2;0,275;Ruim
Ranger;1;0,9;0;1;0,125;Ruim
Bronco Sport;0,1;0,1;0,2;0,8;0,725;Revisão
Marick;0,1;0,6;0,4;0,6;0,3;Ruim
Ranger XL;0,7;0,5;0,7;0,6;0,425;Ruim
Ranger;0,8;0,5;0;0,7;0,625;Revisão
Territory;0,5;0,8;0,7;0,9;0,5;Ruim
Ranger XL;0,9;0,3;0,8;0;0,725;Revisão
Transit Furgão;0,1;0,2;0,3;0,8;0,5;Ruim
Ranger XL;0,7;1;0,4;0;0,35;Ruim
Ranger;0,8;0,8;0,9;0,3;0,525;Ruim
Marick;0,8;0,6;0,2;1;0,7;Revisão
Transit Minibus;1;0,7;0;0,6;0,65;Revisão
Bronco Sport;0,7;0,5;0;1;0,575;Ruim
Territory;1;0;0,7;0,8;0,55;Ruim
Marick;0,1;0,6;0,2;0,6;0,625;Revisão
Transit Minibus;0,2;0,6;1;0,6;0,375;Ruim
Mustang Mach1;0,1;0,9;0,3;0,6;0,6;Ruim
Ranger;0,8;0,4;0,3;0,7;0,475;Ruim
Bronco Sport;0,4;0;0,4;0,8;0,55;Ruim
Bronco Sport;0,3;0,4;0,5;0,2;0,4;Ruim
Transit Furgão;1;0,9;1;0,5;0,35;Ruim
Transit Furgão;0;0,7;0,4;0,3;0,85;Bom
Mustang Mach1;0,4;0,2;0,4;0,8;0,35;Ruim
Transit Minibus;0;0,6;0,7;0,7;0,45;Ruim
Territory;0,7;0,1;0,9;0;0,5;Ruim
Territory;0,3;0,4;0,9;0,3;0,425;Ruim
Territory;0,6;0,6;0,2;0;0,475;Ruim
Transit Furgão;0,2;0,5;0;0,2;0,35;Ruim
Territory;0,6;0,3;0,6;0,4;0,225;Ruim
Ranger;0;0,6;0,4;0,1;0,475;Ruim
Territory;0,6;0,4;0,2;0;0,275;Ruim
Transit Minibus;0,2;0,4;0,7;0,3;0,3;Ruim
Transit Furgão;0,6;0,6;0,1;0,7;0,4;Ruim
Mustang Mach1;0,9;1;0,3;0,4;0,5;Ruim
Transit Furgão;0,6;0,5;0,5;0,5;0,65;Revisão
Ranger;0,3;1;0,5;0,2;0,525;Ruim
Ranger XL CD;0,6;0,3;1;0,2;0,5;Ruim
Mustang Mach1;0,9;0;0,9;0,5;0,525;Ruim
Territory;0,3;0,2;0,5;0,2;0,575;Ruim
Bronco Sport;0,7;0,3;0,5;0,3;0,3;Ruim
Ranger XL CD;1;0,2;0,4;0,6;0,45;Ruim
Mustang Mach1;0,7;0,8;1;0,1;0,55;Ruim
Marick;0,1;0,9;0,9;0,9;0,65;Revisão
Transit Furgão;0,6;0,6;0,3;0,1;0,7;Revisão
Ranger XL;0,8;0,1;1;0,6;0,4;Ruim
Marick;1;1;0;0,2;0,625;Revisão
Transit Furgão;0,1;0,8;0,9;1;0,55;Ruim
Ranger;0,5;0,4;0,5;0,7;0,7;Revisão
Transit Minibus;0,4;0,1;0,5;0,6;0,525;Ruim
Ranger XL CD;0,2;0,5;0,2;0,5;0,4;Ruim
Ranger XL CD;1;0,8;0,4;0,4;0,35;Ruim
Ranger XL;0,4;0;0,1;0;0,65;Revisão
Transit Minibus;0,6;1;0,7;0,3;0,125;Ruim
Ranger XL;0,9;0,3;1;0,4;0,65;Revisão
Ranger;0,6;0,5;0,5;0,2;0,65;Revisão
Transit Furgão;0,6;0,9;0;0,1;0,45;Ruim
Ranger XL;0,3;0,9;0;0,2;0,4;Ruim
Ranger;0,6;0,4;0,8;1;0,35;Ruim
Ranger;0;0,1;0,6;1;0,7;Revisão
Marick;0,2;1;0,8;0,1;0,425;Ruim
Ranger XL CD;0,5;0,2;0,7;0,2;0,525;Ruim
Ranger XL CD;0,2;0,5;0;0,1;0,4;Ruim
Marick;1;0,5;0;0,5;0,2;Ruim
Marick;0,9;0,9;0,6;0,7;0,5;Ruim
Transit Furgão;0,6;1;0,7;0,8;0,775;Revisão
Transit Minibus;0,2;0,3;0,6;0,3;0,775;Revisão
Ranger XL;0,4;0,6;1;0,9;0,35;Ruim
Territory;0;0,7;0,8;0,9;0,725;Revisão
Ranger XL CD;0,8;0,3;0,5;0;0,6;Ruim
Territory;0;0;0,9;0;0,4;Ruim
Mustang Mach1;0,5;0;1;0;0,225;Ruim
Transit Furgão;0,7;0,2;0,2;0,3;0,375;Ruim
Mustang Mach1;0,9;0,2;0,9;0,6;0,35;Ruim
Mustang Mach1;0,8;0,4;0,6;0,6;0,65;Revisão
Ranger;0;0,8;0,2;0,3;0,6;Ruim
Ranger XL CD;0,8;0,9;0,9;1;0,325;Ruim
Transit Minibus;0,6;0,2;0,5;0,9;0,9;Bom
Ranger XL;0,6;0;0,1;0;0,55;Ruim
Territory;0,8;0,1;1;0,6;0,175;Ruim
Ranger XL;0,9;1;1;0,6;0,625;Revisão
Marick;0,3;0,1;0,3;1;0,875;Bom
Transit Minibus;0,1;0,6;0,1;0,9;0,425;Ruim
Ranger XL;0,3;0,9;0,5;0,4;0,425;Ruim
Territory;0,7;0,1;0,6;0,4;0,525;Ruim
Transit Minibus;0,1;0,6;0,8;0,3;0,45;Ruim
Ranger XL CD;0,8;0,1;0,8;0,9;0,45;Ruim
Transit Furgão;0,4;0;0,1;0,8;0,65;Revisão
Transit Minibus;0,3;1;0,9;1;0,325;Ruim
Territory;0,9;0,6;0,5;0,4;0,8;Bom
Territory;0,8;0;0;0,4;0,6;Ruim
Mustang Mach1;0,6;0,4;0,4;0,9;0,3;Ruim
Transit Furgão;0,3;0,5;0,1;0,8;0,575;Ruim
Ranger;0,2;0,7;0,1;0,9;0,425;Ruim
Territory;0,5;0,3;0,5;0,7;0,475;Ruim
Bronco Sport;0,8;0,6;0,9;0,5;0,5;Ruim
Ranger XL CD;0,4;1;0,3;0;0,7;Revisão
Ranger XL;0,3;0,4;0,6;0,2;0,425;Ruim
Mustang Mach1;0;0,1;0;0,7;0,375;Ruim
Transit Furgão;1;0,4;0,8;0,4;0,2;Ruim
Ranger XL CD;0;0,7;0,7;0,6;0,65;Revisão
Ranger;1;0,7;0,9;0;0,5;Ruim
Transit Furgão;0,7;0,7;0,6;0,2;0,65;Revisão
Territory;0,8;0,8;1;1;0,55;Ruim
Ranger XL;0,5;1;0,6;0,1;0,9;Bom
Territory;0,7;0,3;0,1;0,8;0,55;Ruim
Ranger XL CD;0,6;0,7;0;0,5;0,475;Ruim
Mustang Mach1;0,1;0,9;0,5;0,4;0,45;Ruim
Ranger XL CD;0,7;0,1;0,7;0,4;0,475;Ruim
Territory;0;0,4;0;0,6;0,475;Ruim
Ranger;0,5;0,9;0,4;0,3;0,25;Ruim
Mustang Mach1;0,4;0,7;0;0,4;0,525;Ruim
Transit Minibus;0,4;0,6;0,9;0,9;0,375;Ruim
Marick;0,1;0,7;0,7;0,2;0,7;Revisão
Marick;0,2;0;0,9;0,7;0,425;Ruim
Ranger;0,3;0,8;0,2;0,8;0,45;Ruim
Transit Furgão;0,3;0;0,5;0,4;0,525;Ruim
Marick;0,2;0,3;0,6;0,9;0,3;Ruim
Ranger;0,3;0,2;0,4;0,9;0,5;Ruim
Bronco Sport;0,4;0,1;0,9;0,7;0,45;Ruim
Transit Minibus;0,6;0;0,5;0,5;0,525;Ruim
Transit Furgão;0,8;0;0,5;0,6;0,4;Ruim
Transit Furgão;0,5;0,1;0,6;0,9;0,475;Ruim
Mustang Mach1;1;0,9;0,1;0,9;0,525;Ruim
Transit Furgão;0,4;0,8;1;0,7;0,725;Revisão
Mustang Mach1;1;0,2;0,8;0,5;0,725;Revisão
Ranger XL;0,3;0,3;0;0,5;0,625;Revisão
Ranger XL;0,6;0,1;0,4;1;0,275;Ruim
Territory;0,8;0,8;0,2;0,8;0,525;Ruim
Ranger XL CD;0,7;0,2;0,6;1;0,65;Revisão
Mustang Mach1;0,6;0,2;0,3;1;0,625;Revisão
Bronco Sport;0,7;0,5;0,2;0;0,525;Ruim
Marick;0,5;0,6;0,4;0;0,35;Ruim
Marick;0,4;0,7;0,8;0;0,375;Ruim
Ranger;1;0,9;0,5;0,8;0,475;Ruim
Ranger XL;0;0,4;0,3;0,2;0,8;Bom
Ranger;0;1;0,4;0,6;0,225;Ruim
Ranger;0,9;0,8;0,4;0;0,5;Ruim
Ranger;0,2;0,3;0,9;0,2;0,525;Ruim
Ranger;0,2;0,5;0,4;0,3;0,4;Ruim
Ranger;0;0,3;0,3;0,1;0,35;Ruim
Bronco Sport;0;0,2;0,4;0,5;0,175;Ruim
Transit Minibus;0,5;0,2;0,6;0,4;0,275;Ruim
Territory;0,7;0,8;1;0,4;0,425;Ruim
Territory;0,1;0,4;1;0,6;0,725;Revisão
Bronco Sport;0,9;0,3;0,7;0,7;0,525;Ruim
Territory;0,9;0,7;0,1;0,7;0,65;Revisão
Ranger;0,1;0,8;0,7;0,5;0,6;Ruim
